자치구,법정동,진행단계,토지등 소유자 수,정비구역면적(㎡),건축연면적(㎡),택지면적(㎡),도로면적(㎡),공원면적(㎡),녹지면적(㎡),건폐율,용적률,높이(m),지상층수,지하층수,분양세대총수,임대세대총수,분양세대규모별분포,임대세대규모별분포
성북구,장위동,조합설립인가,1593,189450.0,401598.28,63237.0,21509.0,27802.0,4324.0,60.0,236.0,100.0,33.0,4.197860962566845,2464,420,2464.0,420.0
강북구,미아동,착공신고,690,59465.0,149658.84,4760.74,6604.1,3000.7,0.0,60.0,227.7,73.0,21.0,3.0,843,174,843.0,174.0
영등포구,신길동,조합해산,431,52716.0,144744.29,40878.7,5754.5,2906.8,3113.1,22.01,263.12,82.0,29.0,3.0,824,184,824.0,184.0
동대문구,이문동,일반분양승인,1571,137372.0,669722.26,120457.0,19649.0,12967.0,0.0,26.21,357.18,143.0,41.0,6.0,4140,1308,4140.0,1308.0
송파구,마천동,조합설립인가,1601,133830.0,411564.83,89222.0,20216.0,12725.0,0.0,22.85,270.05,838.6910112359551,25.0,5.0,1984,400,1984.0,400.0
양천구,신월동,준공인가,1761,174801.0,408078.23,111940.6,24547.6,12573.2,3041.219705882353,22.06,236.35,65.0,24.123711340206185,4.197860962566845,2417,415,2417.0,415.0
성동구,금호동,조합해산,365,35827.6,108107.99,31296.7,1988.8,1805.6,3041.219705882353,24.81,2.0,50.0,3.0,15.0,606,104,606.0,104.0
용산구,효창동,조합청산,217,22911.5,70299.75,18216.5,2172.1,2522.9,3041.219705882353,20.84,245.28,66.0,22.0,4.0,396,82,396.0,82.0
영등포구,신길동,조합청산,319,32287.3,95907.63,25632.0,1707.0,3478.0,1469.9,18.76,254.45,769.0,27.0,3.0,522,119,522.0,119.0
동대문구,제기동,관리처분인가,380,33485.7,117027.93,3348.57,356.97,5579.312872340426,3041.219705882353,29.88,249.96,838.6910112359551,25.0,2.0,753,156,753.0,156.0
성북구,길음동,일반분양승인,180,13449.0,75303.87,13449.0,1850.0,1280.0,3041.219705882353,52.61,399.59,110.0,35.0,5.0,276,63,276.0,63.0
은평구,응암동,정비계획 수립,0,933.62,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
성북구,장위동,조합해산,690,86921.7,257213.34,64307.0,12998.7,5000.0,3280.0,20.31,266.99,83.0,29.0,2.0,1433,295,1433.0,295.0
성북구,석관동,조합해산,441,51492.0,2697516.075544041,42616.0,3406.0,1543.0,3927.0,20.46,232.64,57.0,20.0,2.0,904,187,904.0,187.0
성북구,정릉동,조합설립추진위원회승인,419,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
서대문구,북아현동,조합청산,738,77234.2,183870.47,53118.0,11232.3,1228.29,12085.7,24.56,234.51,0.0,20.0,4.0,992,234,992.0,234.0
영등포구,신길동,조합청산,283,38502.9,119571.99,30779.9,247.7,4029.6,3445.7,20.64,251.11,92.0,32.0,3.0,644,147,644.0,147.0
용산구,보광동,사업시행인가,929,114580.6,161889.03,83758.9,19008.8,3192.6,2801.0,32.14,195.42,45.0,14.0,6.0,1299,238,1299.0,238.0
성북구,정릉동,관리처분인가,636,203965.0,252884.0,162151.0,19285.0,1810.0,13056.0,41.12,109.13,20.0,4.0,2.0,1417,0,1417.0,0.0
성북구,장위동,착공신고,1172,153501.0,428982.0,105997.0,29254.0,5021.0,5500.0,23.15,263.36,838.6910112359551,32.0,3.0,2356,484,2356.0,484.0
서대문구,홍은동,조합해산,331,26421.7,33016.82,23039.8,1997.1,1384.8,3041.219705882353,19.74,247.77,56.0,24.123711340206185,4.197860962566845,458,94,458.0,94.0
서대문구,남가좌동,조합해산,450,48054.4,167132.28,38090.5,4140.2,5854.7,3512.8,21.02,252.51,75.0,24.0,3.0,763,159,763.0,159.0
서대문구,남가좌동,조합해산,2241,284637.5,712874.65,211168.6,38718.5,17388.9,2846.1,19.64,232.62,96.0,33.0,3.0,3550,750,3550.0,750.0
성북구,장위동,착공신고,786,105163.9,250368.9,61422.6,16629.3,22782.0,2565.3,19.28,264.48,93.0,33.0,3.0,1352,285,1352.0,285.0
성북구,동소문동,조합설립인가,239,20657.3,80797.63,15319.8,4247.3,860.0,3041.219705882353,37.0,337.0,100.0,29.0,3.0,421,73,421.0,73.0
영등포구,신길동,조합청산,561,73698.6,2697516.075544041,53782.4,4095.6,14027.5,1912.4,15.03,234.87,85.0,29.0,2.0,915,210,915.0,210.0
마포구,공덕동,조합설립인가,60,11301.4,26569.94,10830.4,471.0,5579.312872340426,3041.219705882353,24.88,234.17,838.6910112359551,20.0,3.0,155,11,155.0,11.0
동대문구,답십리동,조합해산,446,55394.0,144855.95,38971.0,7438.0,1722.0,1698.0,22.88,253.48,60.0,21.0,3.0,986,168,986.0,168.0
동대문구,용두동,조합해산,310,37699.8,2697516.075544041,30293.4,3343.4,4063.0,3041.219705882353,21.48,270.89,838.6910112359551,27.0,3.0,827,0,827.0,0.0
서대문구,북가좌동,조합설립인가,704,79696.0,237137.06,57799.0,6767.0,5549.0,1043.0,20.52,254.91,736.0,29.0,3.0,1350,224,1350.0,224.0
강북구,미아동,조합설립추진위원회승인,94,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
은평구,수색동,조합해산,442,36458.6,126330.1,36458.6,5774.0,969.0,3041.219705882353,18.44,273.92,92.0,30.0,4.0,642,135,642.0,135.0
도봉구,도봉동,착공신고,120,13436.3,50282.19,12081.5,667.4,687.4,3041.219705882353,35.06,262.6,54.0,18.0,2.0,239,60,239.0,60.0
노원구,월계동,조합청산,103,23525.6,4777589.18,19136.0,1883.2,1408.8,54.4,35.4,177.74,26.0,9.0,2.0,270,56,270.0,56.0
은평구,수색동,일반분양승인,539,66062.0,179097.07,43809.0,15311.0,1502.0,2579.0,22.59,267.79,84.0,30.0,3.0,1015,208,1015.0,208.0
동작구,노량진동,관리처분인가,409,38017.0,118672.22,29584.5,6968.5,1464.0,3041.219705882353,18.57,270.63,90.0,28.0,5.0,515,108,515.0,108.0
동작구,노량진동,관리처분인가,812,73892.0,197896.86,49352.0,7719.0,7536.0,3041.219705882353,17.37,255.63,8675.0,28.0,4.0,1040,243,1040.0,243.0
동작구,노량진동,철거신고,146,16072.3,48224.0,12089.0,4120.0,5579.312872340426,3041.219705882353,42.81,403.47,107.0,29.0,4.0,315,106,315.0,106.0
은평구,수색동,일반분양승인,234,31793.6,100411.08,25362.0,5357.6,270.0,758.0,22.31,249.0,63.0,22.0,3.0,537,112,537.0,112.0
동대문구,전농동,조합설립인가,717,49061.0,170220.15,36229.0,7732.0,3600.0,3041.219705882353,18.18,299.68,175.0,35.0,3.0,920,239,920.0,239.0
관악구,신림동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
금천구,시흥동,정비구역지정,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
성동구,사근동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
송파구,마천동,관리처분인가,706,60080.8,216698.43,60080.8,9740.8,5579.312872340426,1501.2,21.23,298.6,101.0,33.0,3.0,1065,307,1065.0,307.0
동작구,흑석동,관리처분인가,695,86529.1,187249.79,56982.2,8815.4,12950.1,6331.4,34.61,227.28,69.0,12.0,3.0,1032,198,1032.0,198.0
구로구,가리봉동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
양천구,목동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
영등포구,신길동,조합설립인가,354,25489.5,141731.96,21051.5,2418.8,1263.7,3041.219705882353,51.97,454.72,115.0,24.123711340206185,4.197860962566845,571,428,571.0,428.0
종로구,교남동,정비구역지정,0,6801.4,56534.42,5103.4,457.3,834.0,0.0,58.84,709.73,70.0,21.0,5.0,379,0,379.0,0.0
은평구,불광동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
은평구,응암동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
은평구,응암동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
중랑구,면목동,조합설립인가,646,58400.9,238433.17,50710.4,1960.5,4400.0,0.0,24.15,299.87,838.6910112359551,35.0,3.0,1068,379,1068.0,379.0
동대문구,휘경동,조합설립추진위원회승인,0,49397.0,107428.48,49397.0,1635.0,1200.0,0.0,29.64,152.62,838.6910112359551,7.0,2.0,589,45,589.0,45.0
송파구,마천동,조합설립인가,1726,148498.0,2964338.23,109590.5,24924.5,8952.0,3041.219705882353,25.61,217.59,100.0,25.0,3.0,2018,395,2018.0,395.0
동작구,상도동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
중구,신당동,조합해산,515,484.94,1426.58,4101.46,479.18,256.87,3041.219705882353,25.0,2.25,838.6910112359551,15.0,6.0,784,161,784.0,161.0
강동구,천호동,조합설립인가,216,1929.23,66889.83,1925.6,3.63,5579.312872340426,3041.219705882353,24.72,215.39,72.0,23.0,3.0,324,58,324.0,58.0
서대문구,홍은동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
중구,중림동,조합설립인가,0,28315.5,125468.85,23650.5,4665.0,5579.312872340426,3041.219705882353,25.85,299.73,75.0,25.0,5.0,600,191,600.0,191.0
금천구,시흥동,조합설립추진위원회승인,880,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
영등포구,대림동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
영등포구,도림동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
강북구,수유동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
강동구,천호동,정비구역지정,248,30699.64,122951.92,26598.79,4100.85,5579.312872340426,3041.219705882353,36.21,299.99,125.0,40.0,2.0,645,136,645.0,136.0
양천구,신정동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
광진구,자양동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
동대문구,휘경동,조합설립추진위원회승인,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
중랑구,중화동,조합설립인가,833,71465.9,2508917.68,55322.0,10309.9,4830.0,3041.219705882353,22.07,290.11,105.0,35.0,2.0,1196,414,1196.0,414.0
성북구,석관동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
성북구,종암동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
구로구,오류동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
성북구,장위동,조합설립인가,0,121634.0,431333.8,96859.0,13787.0,9148.0,3041.219705882353,26.24,299.83,120.0,38.0,3.0,2062,784,2062.0,784.0
송파구,거여동,조합설립인가,0,71922.4,157508.74,57562.2,5143.7,5500.8,3041.219705882353,33.36,282.0,132.0,35.0,2.0,1186,468,1186.0,468.0
금천구,가산동,준공인가,0,150000.0,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
은평구,불광동,정비구역지정,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
금천구,가산동,정비구역지정,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
구로구,개봉동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
중랑구,면목동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
송파구,마천동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
구로구,고척동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
종로구,창신동,정비구역지정,335,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
은평구,신사동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
성북구,장위동,조합설립인가,0,84248.0,2697516.075544041,72355.7,3102.3,6690.0,3041.219705882353,21.38,299.99,150.0,3.0,38.0,1467,763,1467.0,763.0
영등포구,당산동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
강북구,번동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
강동구,천호동,조합설립인가,0,24620.0,55101.31,24000.0,20.0,5579.312872340426,3041.219705882353,26.02,229.59,838.6910112359551,2.0,24.0,431,77,431.0,77.0
중랑구,망우동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
마포구,공덕동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
중랑구,면목동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
구로구,가리봉동,정비계획 수립,0,40552.0,196251.99,35184.0,1828.0,3540.0,0.0,39.48,347.37,95.0,33.0,5.0,0,0,0.0,0.0
양천구,신정동,조합설립인가,0,44082.8,2697516.075544041,40507.8,139.3,3435.7,3041.219705882353,60.0,212.78,84.0,15.0,4.197860962566845,956,121,956.0,121.0
동작구,상도동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
구로구,고척동,조합설립추진위원회승인,999,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
도봉구,쌍문동,정비계획 수립,180,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
강북구,미아동,정비계획 수립,0,203808.54305936073,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
마포구,염리동,조합설립추진위원회승인,574,81426.0,187796.73,57164.0,16439.0,5823.0,3041.219705882353,25.06,239.95,75.0,24.123711340206185,4.197860962566845,1041,178,1041.0,178.0
성북구,돈암동,조합해산,326,20990.0,2697516.075544041,18648.8,1272.3,5579.312872340426,1069.0,17.49,242.07,838.6910112359551,24.123711340206185,4.197860962566845,406,84,406.0,84.0
성북구,석관동,조합해산,142,15232.0,33678.57,11148.0,1505.0,1047.0,1532.0,23.96,202.57,838.6910112359551,15.0,3.0,199,199,199.0,199.0
성북구,정릉동,조합해산,714,69998.6,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,1254,0,1254.0,0.0
성북구,보문동,조합해산,254,31252.9,2697516.075544041,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,20.7,219.87,42.0,15.0,4.0,440,79,440.0,79.0
중랑구,중화동,정비구역지정,981,203808.54305936073,303713.0,103151.0,10754.0,14310.0,9350.0,30.0,295.3,125.0,34.0,2.0,2317,550,2317.0,550.0
서대문구,홍제동,조합해산,494,49382.0,135077122.97,417.49,40.2,26.59,0.0,20.34,220.25,52.0,24.123711340206185,4.197860962566845,724,182,724.0,182.0
성동구,금호동,조합해산,865,51475.3,142229.95,35575.6,8502.1,2577.2,3041.219705882353,20.24,249.84,6015.0,20.0,4.0,847,210,847.0,210.0
성동구,상왕십리동,조합해산,446,69324.0,2697516.075544041,60857.0,2325.0,4222.0,3041.219705882353,34.33,245.0,42.0,25.0,3.0,937,211,937.0,211.0
성동구,금호동,조합청산,316,24267.8,80330.86,47372.16765550239,9473.020424528302,5579.312872340426,3041.219705882353,26.014252336448596,253.93227906976745,838.6910112359551,24.123711340206185,4.197860962566845,0,0,0.0,0.0
성동구,금호동,조합해산,986,58244.3,154614.27,4730.39,387.94,706.1,3041.219705882353,19.34,220.71,135.0,21.0,3.0,958,198,958.0,198.0
성동구,하왕십리동,조합해산,774,100666.39,2697516.075544041,8576.49,4011.9,2810.0,2480.0,21.39,224.06,42.0,25.0,3.0,1369,333,1369.0,333.0
동작구,노량진동,이전고시,236,17539.6,49333.84,15603.1,893.5,1043.0,3041.219705882353,20.76,198.46,42.0,15.0,2.0,299,0,299.0,0.0
은평구,응암동,조합해산,620,54729.8,140305.8,43124.6,5425.4,5428.7,283.0,22.67,213.85,45.0,15.0,4.0,748,219,748.0,219.0
강북구,미아동,이전고시,235,18474.6,2697516.075544041,16180.8,1275.8,5579.312872340426,782.0,21.02,213.39,43.0,24.123711340206185,4.197860962566845,376,70,376.0,70.0
양천구,신월동,이전고시,758,50978.0,2697516.075544041,40725.9,4800.7,3001.3,3041.219705882353,20.13,234.93,57.0,24.123711340206185,4.197860962566845,93000,160,93000.0,160.0
성동구,금호동,이전고시,238,20721.2,62483.49,17112.8,2774.4,834.0,3041.219705882353,22.91,224.44,838.6910112359551,24.123711340206185,4.197860962566845,403,83,403.0,83.0
양천구,신월동,이전고시,280,17152.0,55831.22,15555.4,1596.6,5579.312872340426,3041.219705882353,18.59,229.95,58.0,20.0,2.0,357,61,357.0,61.0
성동구,옥수동,조합청산,1432,92618.8,2697516.075544041,76023.89,9122.95,2718.46,3361.1,22.8,237.45,47.0,20.0,4.0,1511,310,1511.0,310.0
은평구,응암동,조합해산,194,18631.7,2697516.075544041,47372.16765550239,1885.0,1650.0,3041.219705882353,21.27,265.79,838.6910112359551,22.0,3.0,332,0,332.0,0.0
성동구,옥수동,조합해산,1515,124431.2,124431.2,18049.08,13741.1,19614.2,3041.219705882353,20.5,199.04,57.0,20.0,4.0,1569,328,1569.0,328.0
성동구,금호동,조합해산,477,33291.0,101029.67,28182.0,2119.5,1681.8,647.0,22.46,225.44,45.0,15.0,2.0,586,121,586.0,121.0
서대문구,남가좌동,조합해산,421,52867.7,15812.55,39304.0,6313.2,2987.8,1002.5,22.18,249.92,72.0,25.0,4.0,827,170,827.0,170.0
양천구,신월동,조합설립추진위원회승인,793,92546.13,236011.77,74172.3,12366.13,4640.0,3041.219705882353,34.45,207.09,838.6910112359551,13.0,2.0,1400,240,1400.0,240.0
성북구,종암동,조합해산,199,19506.0,54555.5,16728.0,1832.0,946.0,3041.219705882353,20.28,246.87,61.0,20.0,2.0,393,68,393.0,68.0
성북구,정릉동,조합해산,141,18107.0,55521.04,13919.2,3463.8,724.0,3041.219705882353,32.78,254.03,56.0,20.0,5.0,289,60,289.0,60.0
도봉구,쌍문동,이전고시,182,16627.44,2697516.075544041,16627.44,3254.22,1187.9,3041.219705882353,24.27,235.46,5780.0,18.0,2.0,293,50,293.0,50.0
동대문구,회기동,이전고시,103,14116.0,2697516.075544041,12100.0,1616.0,400.0,1815.0,25.86,190.19,50200.0,24.123711340206185,4.197860962566845,190,0,190.0,0.0
동대문구,용두동,조합청산,556,58262.5,170206.98,46188.7,6272.6,5579.312872340426,2994.1,17.07,235.08,838.6910112359551,20.0,2.0,1054,210,1054.0,210.0
성북구,길음동,조합해산,1309,104449.7,249924.94,76741.6,6853.1,5367.6,3041.219705882353,26.014252336448596,225.89,738.0,26.0,3.0,0,0,0.0,0.0
